madc,signal,histogram
-487.24,-682.79,195.55
-416.83,-629.6,212.77
-369.74,-577.63,207.89
-281.43,-518.39,236.96
-179.13,-450.54,271.41
-101.58,-380.75,279.16
-46.12,-313.82,267.7
-6.0,-252.26,246.26
101.14,-181.58,282.72
208.83,-103.5,312.32
283.93,-26.01,309.94
322.53,43.7,278.84
312.83,97.52,215.3
310.42,140.1,170.32
285.62,169.21,116.41
263.3,188.03,75.27
206.86,191.79,15.07
168.97,187.23,-18.26
154.67,180.72,-26.05
203.01,185.18,17.84
196.26,187.39,8.87
197.59,189.43,8.16
197.34,191.01,6.33
155.84,183.98,-28.14
112.83,169.75,-56.92
22.1,140.22,-118.12
-52.65,101.65,-154.3
-89.68,63.38,-153.06
-129.1,24.88,-153.99
-146.13,-9.32,-136.81
-138.28,-35.11,-103.17
-121.2,-52.33,-68.87
-112.16,-64.3,-47.86
-89.32,-69.3,-20.02
-82.98,-72.04,-10.94
-64.87,-70.6,5.74
-73.41,-71.16,-2.24
-77.03,-72.34,-4.69
-95.07,-76.88,-18.19
-109.13,-83.33,-25.79
-100.37,-86.74,-13.63
-61.73,-81.74,20.01
-4.35,-66.26,61.91
45.52,-43.91,89.42
74.9,-20.14,95.04
100.58,4.0,96.58
105.94,24.39,81.55
109.82,41.48,68.35
115.77,56.33,59.44
130.25,71.12,59.13
102.53,77.4,25.13
68.88,75.7,-6.82
28.04,66.17,-38.13
-12.15,50.5,-62.65
-61.68,28.07,-89.75
-90.01,4.45,-94.46
-112.77,-18.99,-93.78
-171.23,-49.44,-121.79
-185.81,-76.71,-109.09
-176.27,-96.62,-79.64
-149.35,-107.17,-42.18
-116.04,-108.94,-7.09
-63.5,-99.86,36.35
1.54,-79.58,81.11
44.76,-54.71,99.47
141.92,-15.38,157.31
201.34,27.96,173.38
241.78,70.73,171.05
283.88,113.36,170.52
301.72,151.03,150.69
320.34,184.89,135.45
293.85,206.68,87.17
280.79,221.5,59.28
272.76,231.75,41.01
342.72,253.95,88.77
422.7,287.7,135.0
474.39,325.04,149.36
508.77,361.78,146.98
486.23,386.67,99.56
452.94,399.93,53.01
412.76,402.49,10.27
355.77,393.15,-37.38
311.74,376.87,-65.12
213.7,344.23,-130.54
114.05,298.2,-184.15
18.07,242.17,-224.1
-39.77,185.78,-225.56
-61.94,136.24,-198.18
-114.57,86.08,-200.65
-217.47,25.37,-242.83
-257.2,-31.15,-226.06
-280.44,-81.01,-199.43
-333.78,-131.56,-202.22
-366.83,-178.61,-188.22
-368.34,-216.56,-151.78
-372.68,-247.78,-124.89
-336.57,-265.54,-71.03
-340.33,-280.5,-59.83
-379.28,-300.26,-79.03
-371.81,-314.57,-57.24
-398.51,-331.36,-67.16
-375.6,-340.21,-35.4
-334.62,-339.09,4.46
-282.82,-327.84,45.01
-235.82,-309.43,73.62
-197.59,-287.06,89.48
-183.04,-266.26,83.22
-169.55,-246.92,77.37
-97.48,-217.03,119.55
-61.13,-185.85,124.72
-42.49,-157.18,114.69
-47.43,-135.23,87.8
-73.27,-122.84,49.56
-92.81,-116.83,24.02
-101.99,-113.86,11.87
-136.81,-118.45,-18.36
-149.25,-124.61,-24.64
-151.44,-129.98,-21.47
-197.0,-143.38,-53.62
-228.14,-160.34,-67.81
-235.91,-175.45,-60.46
-298.17,-200.0,-98.18
-333.98,-226.79,-107.19
-396.82,-260.8,-136.02
-497.54,-308.15,-189.4
-511.0,-348.72,-162.28
-499.21,-378.82,-120.39
-485.5,-400.15,-85.35
-533.4,-426.8,-106.6
-482.65,-437.97,-44.68
-375.17,-425.41,50.24
-331.54,-406.64,75.1
-328.52,-391.02,62.49
-334.68,-379.75,45.07
-311.31,-366.06,54.75
-272.69,-347.39,74.7
-231.36,-324.18,92.82
-162.64,-291.87,129.23
-115.2,-256.54,141.33
-42.55,-213.74,171.19
1.73,-170.65,172.38
4.97,-135.52,140.49
-0.53,-108.53,107.99
26.79,-81.46,108.25
49.75,-55.22,104.97
62.95,-31.59,94.54
75.82,-10.11,85.92
108.74,13.66,95.08
137.71,38.47,99.24
166.5,64.08,102.42
226.98,96.66,130.32
260.27,129.38,130.89
311.48,165.8,145.68
342.56,201.15,141.4
364.05,233.73,130.32
425.06,272.0,153.06
490.83,315.76,175.07
528.41,358.29,170.12
614.48,409.53,204.95
655.48,458.72,196.76
685.12,504.0,181.12
681.74,539.55,142.19
617.82,555.2,62.62
554.12,554.99,-0.87
458.28,535.64,-77.37
360.63,500.64,-140.01
597.01,519.91,77.1
826.22,581.18,245.05
975.65,660.07,315.58
1114.16,750.89,363.27
1274.98,855.71,419.27
1419.15,968.4,450.75
1420.88,1058.89,361.98
1411.7,1129.45,282.24
1301.45,1163.85,137.59
1176.47,1166.37,10.09
1022.17,1137.53,-115.37
819.11,1073.85,-254.73
671.12,993.3,-322.18
552.38,905.12,-352.74
441.13,812.32,-371.19
330.29,715.91,-385.63
239.51,620.63,-381.12
155.53,527.61,-372.08
67.18,435.52,-368.35
-49.81,338.46,-388.27
-122.57,246.25,-368.82
-178.13,161.37,-339.51
-195.22,90.06,-285.27
-187.47,34.55,-222.02
-191.98,-10.75,-181.22
-164.14,-41.43,-122.71
-136.75,-60.5,-76.25
-164.73,-81.34,-83.39
-177.49,-100.57,-76.92
-146.7,-109.8,-36.91
-121.15,-112.07,-9.08
-101.7,-110.0,8.3
-105.53,-109.1,3.58
-83.63,-104.01,20.38
-58.64,-94.93,36.3
-42.65,-84.48,41.82
-40.17,-75.62,35.45
3.79,-59.73,63.53
26.27,-42.53,68.81
22.59,-29.51,52.1
3.8,-22.85,26.65
-0.81,-18.44,17.63
-39.84,-22.72,-17.12
-55.58,-29.29,-26.29
-58.98,-35.23,-23.75
-83.15,-44.81,-38.33
-109.15,-57.68,-51.47
-132.09,-72.56,-59.53
-149.47,-87.94,-61.52
-184.91,-107.34,-77.57
-182.49,-122.37,-60.12
-185.73,-135.04,-50.69
-153.38,-138.71,-14.67
-148.72,-140.71,-8.01
-172.26,-147.02,-25.24
-226.08,-162.83,-63.25
-263.34,-182.93,-80.41
-336.56,-213.66,-122.9
-378.29,-246.58,-131.7
-378.07,-272.88,-105.19
-370.01,-292.31,-77.7
-382.85,-310.41,-72.43
-355.57,-319.45,-36.12
-320.66,-319.69,-0.97
-333.27,-322.4,-10.86
-268.83,-311.69,42.86
-197.77,-288.91,91.13
-145.89,-260.3,114.41
-104.84,-229.21,124.37
-55.75,-194.52,138.77
-35.52,-162.72,127.2
3.47,-129.48,132.95
87.7,-86.04,173.74
142.89,-40.26,183.15
169.25,1.64,167.6
189.57,39.23,150.34
170.38,65.46,104.92
147.98,81.96,66.02
115.22,88.62,26.61
58.52,82.6,-24.07
37.42,73.56,-36.14
61.74,71.2,-9.46
60.4,69.04,-8.64
67.16,68.66,-1.5
71.18,69.16,2.01
59.72,67.28,-7.56
40.54,61.93,-21.38
24.02,54.35,-30.33
29.69,49.42,-19.73
32.32,46.0,-13.68
26.14,42.03,-15.88
13.37,36.29,-22.92
29.22,34.88,-5.66
50.6,38.02,12.57
90.87,48.59,42.28
115.68,62.01,53.67
168.94,83.4,85.54
262.2,119.16,143.04
318.41,159.01,159.4
323.72,191.95,131.77
328.95,219.35,109.6
334.48,242.38,92.1
330.95,260.09,70.86
317.59,271.59,46.0
323.93,282.06,41.87
316.18,288.88,27.3
339.44,298.99,40.45
393.5,317.89,75.61
433.33,340.98,92.35
448.95,362.57,86.37
449.63,379.99,69.65
436.58,391.3,45.27
474.72,407.99,66.74
478.8,422.15,56.65
477.34,433.19,44.15
511.77,448.91,62.87
550.89,469.3,81.59
561.81,487.8,74.0
570.0,504.24,65.76
550.91,513.58,37.33
506.74,512.21,-5.47
453.69,500.5,-46.82
417.65,483.93,-66.29
383.38,463.82,-80.44
368.88,444.83,-75.95
381.92,432.25,-50.34
388.67,423.53,-34.87
413.57,421.54,-7.97
452.04,427.64,24.4
479.43,438.0,41.43
490.43,448.48,41.94
467.51,452.29,15.22
464.24,454.68,9.56
473.71,458.49,15.23
477.28,462.24,15.03
501.96,470.19,31.77
551.01,486.35,64.66
589.89,507.06,82.83
593.6,524.37,69.23
558.03,531.1,26.93
538.12,532.5,5.62
508.41,527.69,-19.28
519.08,525.96,-6.89
502.93,521.36,-18.43
444.25,505.93,-61.69
406.85,486.12,-79.27
381.08,465.11,-84.03
333.43,438.77,-105.35
315.98,414.22,-98.23
296.23,390.62,-94.39
214.16,355.33,-141.16
129.0,310.06,-181.06
89.94,266.04,-176.1
54.72,223.77,-169.05
47.05,188.43,-141.38
66.45,164.04,-97.58
92.55,149.74,-57.19
114.32,142.65,-28.34
97.91,133.71,-35.79
59.75,118.92,-59.16
33.68,101.87,-68.19
-15.91,78.31,-94.22
-28.59,56.93,-85.52
-5.67,44.41,-50.08
4.44,36.42,-31.98
-3.71,28.39,-32.11
14.64,25.64,-11.01
51.06,30.72,20.33
83.1,41.2,41.9
71.03,47.17,23.86
72.32,52.2,20.12
96.07,60.97,35.1
126.26,74.03,52.24
182.15,95.65,86.49
209.71,118.46,91.25
218.2,138.41,79.79
210.31,152.79,57.52
208.51,163.94,44.58
165.77,164.3,1.47
146.56,160.76,-14.19
140.33,156.67,-16.34
140.18,153.37,-13.2
135.62,149.82,-14.2
170.88,154.03,16.85
232.51,169.73,62.78
283.37,192.46,90.91
365.91,227.15,138.76
426.62,267.04,159.58
452.96,304.23,148.73
455.28,334.44,120.84
472.07,361.96,110.11
487.16,387.0,100.16
498.69,409.34,89.35
538.96,435.26,103.7
573.2,462.85,110.35
609.56,492.19,117.37
607.37,515.23,92.14
616.92,535.57,81.35
628.37,554.13,74.25
677.76,578.85,98.9
688.3,600.74,87.56
655.87,611.77,44.11
629.33,615.28,14.05
593.62,610.95,-17.33
551.54,599.07,-47.53
507.56,580.77,-73.2
464.5,557.51,-93.02
361.18,518.25,-157.07
306.21,475.84,-169.63
184.92,417.65,-232.73
97.36,353.59,-256.24
35.15,289.91,-254.76
-56.14,220.7,-276.84
-111.23,154.31,-265.54
-151.5,93.15,-244.65
-141.55,46.21,-187.76
-94.89,17.99,-112.88
-55.9,3.21,-59.11
-39.27,-5.28,-33.98
-48.51,-13.93,-34.58
-73.21,-25.79,-47.42
-107.01,-42.03,-64.98
-165.32,-66.69,-98.63
-232.57,-99.86,-132.7
-261.49,-132.19,-129.3
-306.31,-167.01,-139.29
-308.54,-195.32,-113.22
-321.85,-220.63,-101.23
-294.96,-235.49,-59.47
-265.87,-241.57,-24.3
-218.77,-237.01,18.24
-179.48,-225.5,46.02
-152.27,-210.86,58.59
-145.46,-197.78,52.32
-160.22,-190.26,30.05
-183.75,-188.96,5.21
-159.52,-183.07,23.55
-131.32,-172.72,41.4
-80.99,-154.38,73.39
-20.11,-127.52,107.42
20.28,-97.96,118.24
34.05,-71.56,105.61
81.5,-40.95,122.45
118.09,-9.14,127.23
429.49,78.58,350.9
661.62,195.19,466.43
888.74,333.9,554.84
1069.12,480.94,588.17
1154.7,615.7,539.0
1201.31,732.82,468.49
1191.79,824.61,367.18
1200.94,899.88,301.06
1282.1,976.32,305.78
1369.48,1054.95,314.52
1426.34,1129.23,297.11
1589.63,1221.31,368.31
1730.82,1323.21,407.6
1773.11,1413.19,359.92
1750.01,1480.56,269.46
1783.14,1541.07,242.07
1807.77,1594.41,213.36
1807.46,1637.02,170.44
1887.22,1687.06,200.16
1879.88,1725.63,154.26
1821.13,1744.73,76.4
1697.84,1735.35,-37.51
1521.32,1692.54,-171.23
1424.64,1638.96,-214.32
1246.44,1560.46,-314.01
1171.2,1482.61,-311.41
1125.97,1411.28,-285.31
1089.6,1346.95,-257.34
1024.54,1282.46,-257.92
962.91,1218.55,-255.64
945.86,1164.02,-218.15
925.51,1116.31,-190.81
900.92,1073.24,-172.31
883.11,1035.21,-152.1
827.82,993.73,-165.91
741.68,943.32,-201.64
673.49,889.36,-215.87
591.84,829.85,-238.02
522.44,768.37,-245.93
457.69,706.23,-248.55
385.73,642.13,-256.4
333.87,580.48,-246.61
319.6,528.3,-208.7
309.04,484.45,-175.41
305.64,448.69,-143.05
290.01,416.95,-126.94
280.85,389.73,-108.88
267.0,365.19,-98.19
178.58,327.87,-149.29
105.19,283.33,-178.14
-7.13,225.24,-232.37
-142.99,151.59,-294.59
-216.41,77.99,-294.4
-254.19,11.56,-265.74
-270.92,-44.94,-225.98
-272.82,-90.52,-182.31
-321.81,-136.78,-185.04
-321.15,-173.65,-147.5
-300.94,-199.11,-101.83
-312.99,-221.88,-91.1
-363.33,-250.17,-113.16
-404.16,-280.97,-123.19
-399.53,-304.68,-94.85
-386.59,-321.06,-65.53
-378.57,-332.56,-46.0
-356.8,-337.41,-19.39
-310.39,-332.01,21.62
-231.88,-311.98,80.1
-105.61,-270.71,165.1
-22.88,-221.14,198.26
78.48,-161.22,239.7
239.89,-81.0,320.88
388.29,12.86,375.43
507.8,111.85,395.95
566.1,202.7,363.4
587.45,279.65,307.8
620.35,347.79,272.56
647.11,407.65,239.46
602.75,446.67,156.07
549.74,467.29,82.45
568.0,487.43,80.57
596.3,509.2,87.1
613.32,530.03,83.29
658.55,555.73,102.82
643.25,573.23,70.02
596.15,577.82,18.33
527.27,567.71,-40.44
466.14,547.39,-81.26
422.75,522.46,-99.72
379.04,493.78,-114.74
324.45,459.91,-135.47
295.46,427.02,-131.56
272.9,396.2,-123.3
266.58,370.28,-103.69
267.16,349.65,-82.49
280.64,335.85,-55.21
182.4,305.16,-122.76
141.13,272.35,-131.22
154.52,248.79,-94.27
171.18,233.27,-62.09
146.82,215.98,-69.16
126.35,198.05,-71.7
133.17,185.07,-51.9
159.57,179.97,-20.4
176.9,179.36,-2.46
144.3,172.35,-28.05
130.82,164.04,-33.22
132.14,157.66,-25.52
148.63,155.86,-7.22
159.02,156.49,2.53
171.37,159.46,11.91
177.76,163.12,14.64
168.0,164.1,3.9
100.0,151.28,-51.28
80.22,137.07,-56.85
45.91,118.84,-72.93
-21.09,90.85,-111.94
-82.91,56.1,-139.01
-107.22,23.43,-130.66
-117.74,-4.8,-112.94
-126.59,-29.16,-97.43
-121.79,-47.68,-74.1
-111.78,-60.5,-51.27
-125.13,-73.43,-51.7
-139.2,-86.58,-52.62
-142.41,-97.75,-44.67
-138.21,-105.84,-32.37
-117.64,-108.2,-9.44
-105.93,-107.75,1.82
-87.98,-103.79,15.81
-37.75,-90.59,52.83
-7.8,-74.03,66.23
8.39,-57.55,65.93
12.06,-43.62,55.69
37.47,-27.41,64.87
166.86,11.45,155.41
251.67,59.49,192.18
313.64,110.32,203.32
357.43,159.74,197.68
421.49,212.09,209.4
458.1,261.29,196.8
484.02,305.84,178.19
529.27,350.53,178.75
504.67,381.35,123.31
479.46,400.97,78.48
437.0,408.18,28.82
435.89,413.72,22.17
399.14,410.8,-11.67
375.43,403.73,-28.3
348.86,392.76,-43.89
342.91,382.79,-39.88
325.81,371.39,-45.58
323.88,361.89,-38.01
283.96,346.3,-62.34
264.28,329.9,-65.62
185.84,301.09,-115.25
31.54,247.18,-215.64
-70.07,183.73,-253.8
-169.12,113.16,-282.28
-256.29,39.27,-295.56
-308.51,-30.29,-278.22
-315.62,-87.36,-228.27
-291.04,-128.09,-162.95
-275.98,-157.67,-118.31
-233.58,-172.85,-60.72
-201.47,-178.57,-22.89
-162.18,-175.29,13.12
-128.77,-165.99,37.22
-132.77,-159.35,26.58
-104.5,-148.38,43.88
-36.79,-126.06,89.27
22.04,-96.44,118.48
51.67,-66.82,118.49
98.09,-33.84,131.93
127.25,-1.62,128.87
118.86,22.48,96.38
117.1,41.4,75.7
84.57,50.04,34.53
38.81,47.79,-8.98
53.27,48.89,4.38
74.9,54.09,20.81
185.29,80.33,104.96
247.8,113.82,133.98
280.31,147.12,133.19
290.2,175.74,114.47
305.79,201.75,104.04
324.87,226.37,98.5
335.33,248.16,87.16
318.69,262.27,56.42
293.69,268.55,25.14
329.35,280.71,48.64
297.76,284.12,13.64
296.63,286.62,10.0
265.83,282.47,-16.63
175.72,261.12,-85.4
108.13,230.52,-122.39
84.75,201.36,-116.61
59.14,172.92,-113.78
56.89,149.71,-92.82
39.0,127.57,-88.58
67.1,115.48,-48.38
90.32,110.44,-20.12
103.23,109.0,-5.77
128.34,112.87,15.47
176.23,125.54,50.69
211.95,142.82,69.12
212.62,156.78,55.84
239.56,173.34,66.22
325.69,203.81,121.88
433.83,249.81,184.02
507.18,301.29,205.89
590.72,359.17,231.55
630.37,413.41,216.96
660.75,462.88,197.87
658.37,501.98,156.39
657.8,533.14,124.66
658.8,558.27,100.53
644.73,575.57,69.17
632.06,586.86,45.2
625.74,594.64,31.1
617.94,599.3,18.64
661.56,611.75,49.81
696.0,628.6,67.39
723.81,647.64,76.17
717.77,661.67,56.1
706.08,670.55,35.53
700.64,676.57,24.07
677.64,676.78,0.86
666.77,674.78,-8.01
627.82,665.39,-37.57
599.78,652.27,-52.49
572.3,636.28,-63.97
523.17,613.65,-90.49
478.41,586.61,-108.19
422.34,553.75,-131.42
378.7,518.74,-140.04
330.03,481.0,-150.97
266.64,438.13,-171.49
221.17,394.73,-173.57
209.47,357.68,-148.21
232.79,332.7,-99.91
196.71,305.5,-108.8
206.54,285.71,-79.17
191.83,266.93,-75.11
179.97,249.54,-69.57
160.43,231.72,-71.29
171.36,219.65,-48.29
169.63,209.64,-40.02
152.77,198.27,-45.5
115.12,181.64,-66.52
81.01,161.51,-80.5
38.54,136.92,-98.38
-1.31,109.27,-110.58
-32.8,80.86,-113.66
-63.37,52.01,-115.38
-58.06,30.0,-88.06
-36.43,16.71,-53.14
-19.68,9.43,-29.11
34.29,14.4,19.88
112.42,34.01,78.42
172.12,61.63,110.48
218.71,93.05,125.66
238.74,122.18,116.55
272.87,152.32,120.55
303.69,182.59,121.09
402.0,226.48,175.52
514.76,284.13,230.63
628.9,353.09,275.82
760.54,434.58,325.96
823.54,512.37,311.17
892.1,588.32,303.78
959.8,662.61,297.19
983.98,726.89,257.09
1029.97,787.5,242.46
1079.84,845.97,233.87
1102.82,897.34,205.48
1105.41,938.95,166.45
1059.95,963.15,96.79
1020.95,974.71,46.24
967.62,973.29,-5.67
935.68,965.77,-30.09
841.83,940.98,-99.16
760.98,904.98,-144.0
690.24,862.03,-171.8
678.23,825.27,-147.04
697.84,799.79,-101.95
779.91,795.81,-15.9
833.93,803.43,30.49
787.49,800.25,-12.76
731.37,786.47,-55.1
724.88,774.15,-49.28
737.71,766.86,-29.16
744.69,762.43,-17.74
730.49,756.04,-25.55
690.66,742.96,-52.31
631.84,720.74,-88.9
494.95,675.58,-180.63
415.34,623.53,-208.2
347.73,568.37,-220.64
331.7,521.04,-189.33
313.0,479.43,-166.43
309.72,445.49,-135.77
319.23,420.24,-101.0
310.61,398.31,-87.7
296.18,377.89,-81.71
249.47,352.2,-102.73
243.65,330.49,-86.84
258.86,316.16,-57.31
328.78,318.69,10.09
357.87,326.52,31.34
344.99,330.22,14.77
352.13,334.6,17.53
371.82,342.04,29.78
377.66,349.17,28.49
411.43,361.62,49.81
414.45,372.19,42.27
466.72,391.09,75.63
493.49,411.57,81.92
475.51,424.36,51.15
427.18,424.92,2.26
387.24,417.39,-30.15
357.92,405.49,-47.57
237.27,371.85,-134.58
189.88,335.46,-145.57
150.2,298.41,-148.2
38.03,246.33,-208.3
-56.18,185.83,-242.0
-122.74,124.12,-246.85
-163.9,66.51,-230.41
-159.69,21.27,-180.96
-229.73,-28.93,-200.8
-338.98,-90.94,-248.04
-414.22,-155.6,-258.63
-494.2,-223.32,-270.88
-610.57,-300.77,-309.8
-831.24,-406.86,-424.38
-882.31,-501.95,-380.36
-931.59,-587.88,-343.71
-964.09,-663.12,-300.97
-1064.73,-743.44,-321.29
-1041.53,-803.06,-238.47
-983.2,-839.09,-144.11
-911.17,-853.5,-57.66
-755.66,-833.93,78.28
-688.88,-804.92,116.04
-628.5,-769.64,141.14
-625.64,-740.84,115.2
-687.62,-730.2,42.57
-834.25,-751.01,-83.25
-884.76,-777.76,-107.01
-1006.14,-823.44,-182.71
-1153.95,-889.54,-264.41
-1288.75,-969.38,-319.37
-1372.23,-1049.95,-322.28
-1667.31,-1173.42,-493.89
-1759.02,-1290.54,-468.48
-1853.06,-1403.05,-450.02
-1999.49,-1522.34,-477.16
-1907.88,-1599.44,-308.44
-1808.0,-1641.16,-166.84
-1850.48,-1683.02,-167.46
-1733.14,-1693.05,-40.1
-1720.09,-1698.45,-21.63
-1705.44,-1699.85,-5.59
-1697.97,-1699.47,1.51
-1781.13,-1715.81,-65.33
-1643.19,-1701.28,58.09
-1506.6,-1662.35,155.75
-1330.37,-1595.95,265.58
-1153.1,-1507.38,354.28
-1035.73,-1413.05,377.32
-793.56,-1289.15,495.59
-597.27,-1150.78,553.5
-379.68,-996.56,616.88
-225.43,-842.33,616.9
-131.51,-700.17,568.65
-67.46,-573.62,506.17
-17.99,-462.5,444.51
64.35,-357.13,421.48
145.13,-256.68,401.81
145.14,-176.31,321.46
166.23,-107.8,274.04
211.17,-44.01,255.18
143.59,-6.49,150.08
82.82,11.37,71.45
67.41,22.58,44.83
13.78,20.82,-7.04
30.13,22.68,7.44
4.95,19.14,-14.19
-63.5,2.61,-66.11
-105.13,-18.94,-86.19
-167.94,-48.74,-119.2
-206.95,-80.38,-126.57
-166.18,-97.54,-68.64
-66.05,-91.24,25.19
12.94,-70.41,83.35
86.35,-39.05,125.41
107.47,-9.75,117.22
76.55,7.51,69.04
112.18,28.44,83.73
144.0,51.55,92.44
162.69,73.78,88.91
119.96,83.02,36.95
27.45,71.9,-44.46
0.48,57.62,-57.14
38.64,53.82,-15.18
163.2,75.7,87.5
247.81,110.12,137.69
270.06,142.11,127.95
285.93,170.87,115.06
277.62,192.22,85.39
181.81,190.14,-8.33
104.13,172.94,-68.81
34.08,145.17,-111.09
-44.41,107.25,-151.66
-189.22,47.96,-237.18
-289.84,-19.6,-270.24
-458.08,-107.3,-350.78
-606.42,-207.12,-399.3
-741.3,-313.96,-427.34
-769.69,-405.1,-364.58
-784.21,-480.93,-303.29
-811.0,-546.94,-264.06
-943.01,-626.15,-316.85
-989.77,-698.88,-290.89
-1104.42,-779.99,-324.44
-1121.51,-848.29,-273.22
-1067.64,-892.16,-175.48
-989.64,-911.66,-77.98
-939.53,-917.23,-22.29
-857.99,-905.38,47.4
-853.33,-894.97,41.65
-767.31,-869.44,102.13
-633.29,-822.21,188.92
-478.58,-753.48,274.9
-389.11,-680.61,291.5
-342.02,-612.89,270.87
-329.77,-556.27,226.5
-371.4,-519.29,147.9
-447.04,-504.84,57.8
-517.26,-507.33,-9.94
-502.52,-506.37,3.84
-385.67,-482.23,96.55
-270.83,-439.95,169.12
-208.61,-393.68,185.07
-153.68,-345.68,192.0
-90.19,-294.58,204.39
-27.76,-241.22,213.46
2.56,-192.46,195.02
-6.27,-155.22,148.96
-56.03,-135.39,79.35
-90.35,-126.38,36.03
-107.88,-122.68,14.8
-78.54,-113.85,35.31
-44.29,-99.94,55.65
-16.0,-83.15,67.15
-22.55,-71.03,48.48
-71.38,-71.1,-0.28
-80.54,-72.99,-7.55
-74.09,-73.21,-0.88
-60.71,-70.71,10.0
-28.07,-62.18,34.11
-28.05,-55.36,27.3
-48.12,-53.91,5.79
-142.82,-71.69,-71.12
-193.2,-95.99,-97.21
-211.37,-119.07,-92.3
-215.5,-138.36,-77.14
-299.66,-170.62,-129.04
-423.45,-221.18,-202.27
-535.16,-283.98,-251.18
-584.1,-344.0,-240.1
-649.2,-405.04,-244.16
-690.54,-462.14,-228.4
-678.71,-505.46,-173.25
-644.87,-533.34,-111.53
-602.26,-547.12,-55.14
-553.43,-548.38,-5.05
-550.97,-548.9,-2.07
-588.9,-556.9,-31.99
-581.33,-561.79,-19.54
-662.18,-581.87,-80.31
-708.11,-607.11,-100.99
-767.59,-639.21,-128.38
-760.91,-663.55,-97.36
-688.93,-668.63,-20.31
-588.39,-652.58,64.19
-481.44,-618.35,136.91
-388.14,-572.31,184.17
-314.15,-520.68,206.53
-166.32,-449.81,283.48
-53.03,-370.45,317.42
56.9,-284.98,341.88
135.74,-200.84,336.58
205.69,-119.53,325.22
237.59,-48.11,285.69
232.49,8.01,224.48
260.22,58.45,201.77
336.51,114.07,222.45
419.63,175.18,244.45
501.15,240.37,260.78
567.86,305.87,261.99
628.89,370.47,258.41
660.4,428.46,231.94
700.2,482.81,217.39
811.55,548.56,262.99
879.76,614.8,264.96
883.25,668.49,214.77
867.97,708.38,159.59
829.96,732.7,97.26
810.63,748.28,62.34
807.91,760.21,47.7
824.79,773.13,51.67
864.46,791.39,73.07
867.15,806.55,60.6
860.49,817.33,43.15
837.81,821.43,16.38
786.73,814.49,-27.76
752.46,802.08,-49.63
678.17,777.3,-99.13
609.55,743.75,-134.2
524.37,699.87,-175.5
493.66,658.63,-164.97
486.8,624.27,-137.47
442.12,587.84,-145.72
411.89,552.65,-140.76
380.88,518.29,-137.42
367.31,488.1,-120.79
344.46,459.37,-114.91
304.83,428.46,-123.63
178.08,378.38,-200.3
103.28,323.36,-220.08
29.6,264.61,-235.01
-45.29,202.63,-247.92
-98.5,142.4,-240.9
-148.83,84.16,-232.99
-156.03,36.12,-192.15
-107.98,7.3,-115.28
-63.74,-6.91,-56.83
-1.17,-5.76,4.59
27.56,0.9,26.66
58.58,12.44,46.14
114.18,32.79,81.4
154.39,57.11,97.28
220.04,89.69,130.35
286.77,129.11,157.66
428.03,188.89,239.14
576.58,266.43,310.15
683.91,349.93,333.98
780.32,436.01,344.32
916.66,532.14,384.53
934.82,612.67,322.14
875.91,665.32,210.59
819.06,696.07,122.99
789.89,714.83,75.06
776.44,727.16,49.29
751.1,731.95,19.16
692.7,724.1,-31.4
612.26,701.73,-89.47
577.14,676.81,-99.67
512.63,643.98,-131.34
438.07,602.79,-164.73
418.14,565.86,-147.73
444.08,541.51,-97.43
404.82,514.17,-109.35
272.38,465.81,-193.43
124.87,397.62,-272.75
55.42,329.18,-273.76
-21.03,259.14,-280.17
-56.48,196.02,-252.49
-41.72,148.47,-190.19
-121.55,94.47,-216.01
-170.78,41.42,-212.2
-199.12,-6.69,-192.43
-216.47,-48.65,-167.82
-205.44,-80.01,-125.44
-211.29,-106.26,-105.03
-214.25,-127.86,-86.39
-191.72,-140.63,-51.09
-266.45,-165.79,-100.65
-394.4,-211.52,-182.88
-458.22,-260.86,-197.36
-485.39,-305.76,-179.63
-522.31,-349.07,-173.24
-521.81,-383.62,-138.19
-505.57,-408.01,-97.56
-610.28,-448.46,-161.81
-694.92,-497.76,-197.17
-721.54,-542.51,-179.03
-719.7,-577.95,-141.75
-758.77,-614.11,-144.65
-742.91,-639.87,-103.04
-702.61,-652.42,-50.19
-664.35,-654.81,-9.54
-686.28,-661.1,-25.18
-661.41,-661.16,-0.24
-632.99,-655.53,22.54
-571.77,-638.78,67.01
-503.64,-611.75,108.11
-412.12,-571.82,159.7
-329.29,-523.32,194.03
-282.12,-475.08,192.95
-258.66,-431.79,173.14
-202.39,-385.91,183.52
-125.52,-333.83,208.31
1.34,-266.8,268.14
91.01,-195.24,286.25
149.17,-126.36,275.53
195.15,-62.05,257.21
204.23,-8.8,213.02
213.5,35.66,177.84
205.51,69.63,135.88
181.26,91.96,89.31
163.8,106.33,57.47
182.21,121.5,60.71
186.43,134.49,51.94
173.37,142.26,31.11
136.71,141.15,-4.44
82.52,129.43,-46.9
49.95,113.53,-63.58
-16.85,87.46,-104.3
-96.15,50.74,-146.88
-137.98,12.99,-150.97
-192.57,-28.12,-164.45
-194.09,-61.31,-132.77
-153.71,-79.79,-73.92
-102.58,-84.35,-18.23
-71.89,-81.86,9.96
-32.88,-72.06,39.19
2.87,-57.08,59.95
58.14,-34.03,92.17
97.69,-7.69,105.38
153.18,24.49,128.69
